100100,1,0,220000,1
100101,2,0,220000,1
100102,3,0,220000,2
100103,4,0,220000,2
100104,5,0,220000,2
100105,6,0,220000,2
100106,7,0,220000,2
100107,8,0,220000,2
100108,9,0,220000,2
100109,10,0,220000,2
100110,1,0,220001,1
100111,2,0,220001,1
100112,3,0,220001,2
100113,4,0,220001,2
100114,5,0,220001,2
100115,6,0,220001,2
100116,7,0,220001,2
100117,8,0,220001,2
100118,9,0,220001,2
100119,10,0,220001,2
100120,1,0,220002,1
100121,2,0,220002,1
100122,3,0,220002,2
100123,4,0,220002,2
100124,5,0,220002,2
100125,6,0,220002,2
100126,7,0,220002,2
100127,8,0,220002,2
100128,9,0,220002,2
100129,10,0,220002,2
100130,1,0,220003,1
100131,2,0,220003,1
100132,3,0,220003,2
100133,4,0,220003,2
100134,5,0,220003,2
100135,6,0,220003,2
100136,7,0,220003,2
100137,8,0,220003,2
100138,9,0,220003,2
100139,10,0,220003,2
100140,1,0,220004,1
100141,2,0,220004,1
100142,3,0,220004,2
100143,4,0,220004,2
100144,5,0,220004,2
100145,6,0,220004,2
100146,7,0,220004,2
100147,8,0,220004,2
100148,9,0,220004,2
100149,10,0,220004,2
100150,1,0,220005,1
100151,2,0,220005,1
100152,3,0,220005,2
100153,4,0,220005,2
100154,5,0,220005,2
100155,6,0,220005,2
100156,7,0,220005,2
100157,8,0,220005,2
100158,9,0,220005,2
100159,10,0,220005,2
100160,1,0,220006,1
100161,2,0,220006,1
100162,3,0,220006,2
100163,4,0,220006,2
100164,5,0,220006,2
100165,6,0,220006,2
100166,7,0,220006,2
100167,8,0,220006,2
100168,9,0,220006,2
100169,10,0,220006,2
100170,1,0,220007,1
100171,2,0,220007,1
100172,3,0,220007,2
100173,4,0,220007,2
100174,5,0,220007,2
100175,6,0,220007,2
100176,7,0,220007,2
100177,8,0,220007,2
100178,9,0,220007,2
100179,10,0,220007,2
100180,1,,220008,1
100181,2,,220008,1
100182,3,,220008,2
100183,4,,220008,2
100184,5,,220008,2
100185,6,,220008,2
100186,7,,220008,2
100187,8,,220008,2
100188,9,,220008,2
100189,10,,220008,2
100190,1,,220009,1
100191,2,,220009,1
100192,3,,220009,2
100193,4,,220009,2
100194,5,,220009,2
100195,6,,220009,2
100196,7,,220009,2
100197,8,,220009,2
100198,9,,220009,2
100199,10,,220009,2
100200,1,,220010,1
100201,2,,220010,1
100202,3,,220010,2
100203,4,,220010,2
100204,5,,220010,2
100205,6,,220010,2
100206,7,,220010,2
100207,8,,220010,2
100208,9,,220010,2
100209,10,,220010,2
100210,1,,220011,1
100211,2,,220011,1
100212,3,,220011,2
100213,4,,220011,2
100214,5,,220011,2
100215,6,,220011,2
100216,7,,220011,2
100217,8,,220011,2
100218,9,,220011,2
100219,10,,220011,2
100220,1,,220012,1
100221,2,,220012,1
100222,3,,220012,2
100223,4,,220012,2
100224,5,,220012,2
100225,6,,220012,2
100226,7,,220012,2
100227,8,,220012,2
100228,9,,220012,2
100229,10,,220012,2
100230,1,,220013,1
100231,2,,220013,1
100232,3,,220013,2
100233,4,,220013,2
100234,5,,220013,2
100235,6,,220013,2
100236,7,,220013,2
100237,8,,220013,2
100238,9,,220013,2
100239,10,,220013,2
100240,1,,220014,1
100241,2,,220014,1
100242,3,,220014,2
100243,4,,220014,2
100244,5,,220014,2
100245,6,,220014,2
100246,7,,220014,2
100247,8,,220014,2
100248,9,,220014,2
100249,10,,220014,2
100250,1,,220015,1
100251,2,,220015,1
100252,3,,220015,2
100253,4,,220015,2
100254,5,,220015,2
100255,6,,220015,2
100256,7,,220015,2
100257,8,,220015,2
100258,9,,220015,2
100259,10,,220015,2
100260,1,,220016,1
100261,2,,220016,1
100262,3,,220016,2
100263,4,,220016,2
100264,5,,220016,2
100265,6,,220016,2
100266,7,,220016,2
100267,8,,220016,2
100268,9,,220016,2
100269,10,,220016,2
100270,1,,220017,1
100271,2,,220017,1
100272,3,,220017,2
100273,4,,220017,2
100274,5,,220017,2
100275,6,,220017,2
100276,7,,220017,2
100277,8,,220017,2
100278,9,,220017,2
100279,10,,220017,2
100280,1,,220018,1
100281,2,,220018,1
100282,3,,220018,2
100283,4,,220018,2
100284,5,,220018,2
100285,6,,220018,2
100286,7,,220018,2
100287,8,,220018,2
100288,9,,220018,2
100289,10,,220018,2
100290,1,,220019,1
100291,2,,220019,1
100292,3,,220019,2
100293,4,,220019,2
100294,5,,220019,2
100295,6,,220019,2
100296,7,,220019,2
100297,8,,220019,2
100298,9,,220019,2
100299,10,,220019,2
100300,1,,220020,1
100301,2,,220020,1
100302,3,,220020,2
100303,4,,220020,2
100304,5,,220020,2
100305,6,,220020,2
100306,7,,220020,2
100307,8,,220020,2
100308,9,,220020,2
100309,10,,220020,2
100310,1,,220021,1
100311,2,,220021,1
100312,3,,220021,2
100313,4,,220021,2
100314,5,,220021,2
100315,6,,220021,2
100316,7,,220021,2
100317,8,,220021,2
100318,9,,220021,2
100319,10,,220021,2
100320,1,,220022,1
100321,2,,220022,1
100322,3,,220022,2
100323,4,,220022,2
100324,5,,220022,2
100325,6,,220022,2
100326,7,,220022,2
100327,8,,220022,2
100328,9,,220022,2
100329,10,,220022,2
100330,1,,220023,1
100331,2,,220023,1
100332,3,,220023,2
100333,4,,220023,2
100334,5,,220023,2
100335,6,,220023,2
100336,7,,220023,2
100337,8,,220023,2
100338,9,,220023,2
100339,10,,220023,2
100340,1,,220024,1
100341,2,,220024,1
100342,3,,220024,2
100343,4,,220024,2
100344,5,,220024,2
100345,6,,220024,2
100346,7,,220024,2
100347,8,,220024,2
100348,9,,220024,2
100349,10,,220024,2
100350,1,,220025,1
100351,2,,220025,1
100352,3,,220025,2
100353,4,,220025,2
100354,5,,220025,2
100355,6,,220025,2
100356,7,,220025,2
100357,8,,220025,2
100358,9,,220025,2
100359,10,,220025,2
100360,1,,220026,1
100361,2,,220026,1
100362,3,,220026,2
100363,4,,220026,2
100364,5,,220026,2
100365,6,,220026,2
100366,7,,220026,2
100367,8,,220026,2
100368,9,,220026,2
100369,10,,220026,2
100370,1,,220027,1
100371,2,,220027,1
100372,3,,220027,2
100373,4,,220027,2
100374,5,,220027,2
100375,6,,220027,2
100376,7,,220027,2
100377,8,,220027,2
100378,9,,220027,2
100379,10,,220027,2
100380,1,,220028,1
100381,2,,220028,1
100382,3,,220028,2
100383,4,,220028,2
100384,5,,220028,2
100385,6,,220028,2
100386,7,,220028,2
100387,8,,220028,2
100388,9,,220028,2
100389,10,,220028,2
100390,1,,220029,1
100391,2,,220029,1
100392,3,,220029,2
100393,4,,220029,2
100394,5,,220029,2
100395,6,,220029,2
100396,7,,220029,2
100397,8,,220029,2
100398,9,,220029,2
100399,10,,220029,2
100400,1,,220030,1
100401,2,,220030,1
100402,3,,220030,2
100403,4,,220030,2
100404,5,,220030,2
100405,6,,220030,2
100406,7,,220030,2
100407,8,,220030,2
100408,9,,220030,2
100409,10,,220030,2
100410,1,,220031,1
100411,2,,220031,1
100412,3,,220031,2
100413,4,,220031,2
100414,5,,220031,2
100415,6,,220031,2
100416,7,,220031,2
100417,8,,220031,2
100418,9,,220031,2
100419,10,,220031,2
100420,1,,220032,1
100421,2,,220032,1
100422,3,,220032,2
100423,4,,220032,2
100424,5,,220032,2
100425,6,,220032,2
100426,7,,220032,2
100427,8,,220032,2
100428,9,,220032,2
100429,10,,220032,2
100430,1,,220033,1
100431,2,,220033,1
100432,3,,220033,2
100433,4,,220033,2
100434,5,,220033,2
